video_id,author,comment,published_at,likes,sentiment,toxicity,anomaly,summary,sentiment_label,toxicity_label,anomaly_label
VIBWdLLq9kQ,@vijayalakshmit2548,Sir can you share that ppt please,2024-01-09T11:12:49Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@mittajagansai1907,"Anna miru GitHub loki ala upload chayalo chepparu kani but GitHub Lo codes ala use chasukovali ani cheppaledhu .
Nenu okka project code kuda run chayaleka poya anna adhi explain cheyandi anna please",2023-03-10T15:42:17Z,0,neutral,non-toxic,spam,,,1,0
LGLuHYHbCFA,@lokeshp4164,Very nice explanation and clear understand about concept,2023-12-31T12:33:19Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@SagubarSathick-j1p,I love you anna,2025-05-14T06:19:34Z,0,neutral,toxic,spam,,,1,0
VIBWdLLq9kQ,@deepakr9180,Bro ennakku Android studio eppadi use paanrathunu solli kudunga bro,2023-09-13T14:28:34Z,0,positive,toxic,normal,,,1,0
VIBWdLLq9kQ,@sabarisathya1561,Gittup la epapdi project upload pannrathu with file vs code la code pottu athula eruka project gittup la upload pannanu ana 25 mb tha erukanu ana athigama eruka nala poda mudiyala athuku enna pannrathu ..athu link epapdi edukarathunu sollu kuduga,2025-08-18T06:05:48Z,0,neutral,non-toxic,normal,,,1,0
LGLuHYHbCFA,@manchanasaivamshi167,"it was nicely explained in detail and a very informative video.
--we can directly pull from the main without checkout using git pull origin main please give cofirmation",2023-10-16T05:54:22Z,0,positive,non-toxic,normal,,,1,0
LGLuHYHbCFA,@venkatagireeshkumar603,"nice explanation, thank you very much for your efforts",2025-02-22T19:47:10Z,0,positive,non-toxic,spam,,,1,0
LGLuHYHbCFA,@Mmkarts_i,Thanks Brother!,2025-06-29T23:41:51Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@Vijay-cz7pe,"Is this the complete tutorial on Git and Github? 
(or)
Are there any more videos?",2024-05-16T15:14:33Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@Manam90sAA,"Hi, checkout also used along with Head and commit id for reverting the commit if possible please let us know about it.",2025-03-01T05:47:25Z,0,negative,non-toxic,normal,,,1,0
LGLuHYHbCFA,@sivasaikarunya6838,Your explanation super. Iam lucky to find this video. Thank you so much 🎉,2023-04-20T13:34:35Z,1,neutral,toxic,spam,,,1,0
VIBWdLLq9kQ,@vigneshvicky-tc4ge,👍👌🤝,2023-12-16T14:18:31Z,0,positive,non-toxic,normal,,,1,0
LGLuHYHbCFA,@SrihariRaoBhagavathula,Good Explanation in telugu,2025-05-12T05:31:46Z,0,neutral,non-toxic,spam,,,1,0
LGLuHYHbCFA,@amrutharaodoppalapudi9727,"Awesome video, thanks, this is very little to say abut your effort but you are nailed it down crisp and clear... thanks!",2024-04-19T16:27:35Z,0,negative,toxic,spam,,,1,0
VIBWdLLq9kQ,@swathiswathi1836,"After bca 
Mca padikulama bro its value are not",2023-09-25T15:21:40Z,0,neutral,toxic,spam,,,1,0
Ip2TA2ijDmA,@ganeshrajput6128,"I started my journey in AWS and DevOps with your videos 6 months ago. Your teaching is clear, simple, and to the point, sir. I already had knowledge of Jenkins, and after watching this video, I was able to understand GitLab very well. thank you sir.",2025-09-06T19:33:17Z,5,neutral,non-toxic,spam,,,1,0
LGLuHYHbCFA,@vsarathchandra5323,Thank you so much bro for explaining this concept very clearly. Until now I am confused about this topic. But now it is well understood.😊,2024-01-04T09:55:26Z,0,negative,non-toxic,normal,,,1,0
LGLuHYHbCFA,@sureshgujjulasuresh2239,"Thank you bro for your detailed and well-articulated explanation❤. You have demonstrated a strong understanding of the topic.
Thank U so much",2025-02-20T09:17:16Z,0,neutral,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@MrNelsonfdo,"Thanks bro, please continue the good work!",2025-02-25T14:12:48Z,1,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@22AM030KARTHIKEYANS,ppt kedaikuma bro,2025-02-13T16:04:45Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@Syed_Uxmxn,"Bro, file ah commit pannam bothu error varuthu like key not found and data not linked nu nanum online search panni pathen crct ana solution kedaikala ....enna pannurathu ?",2023-11-07T19:21:37Z,0,neutral,toxic,spam,,,1,0
VIBWdLLq9kQ,@Vasanthh-h1h,"Hi bro,andha ppt folder pdf shsre pannuga bro",2024-03-04T08:49:12Z,1,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@mounikadavuluri7320,very helpful,2025-01-30T05:24:27Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@lazarus6779,Who the hell are you bro helping everyone to grow like you makes everyone proud of it ❤❤,2023-09-24T09:56:53Z,40,neutral,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@hemalatha-ib8gu,Error comes sir.when copy the link from GitHub to terminal prompt.y sir,2025-09-05T07:00:43Z,0,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@hkdatalabs,"Thank you Vamsi, The tutorial was awesome and informative. Thankq very much.",2024-02-17T05:29:17Z,0,negative,toxic,spam,,,1,0
VIBWdLLq9kQ,@HarshikaSriRavichandran,What about under 25 app,2025-01-07T12:00:04Z,0,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@paviperumal8063,Bro Python Framework use panni oru video poduinga,2023-07-25T15:00:43Z,0,positive,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@Harisha-fz7zc,Anna neega upload pandra Video clear ra va illa anna 😢 pls clear raa poodugaa,2023-10-01T04:06:30Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@deepikakumar8014,DSA usin python video podunga bro,2023-08-10T13:41:10Z,1,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@hemanthkumar4610,Great Information,2023-07-04T19:03:26Z,0,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@zubaithaaafrin7547,Awesome teaching...pls upload sql tutorial videos,2023-08-16T21:04:48Z,0,negative,non-toxic,spam,,,1,0
LGLuHYHbCFA,@pavansonta,sagadiyyakunda matter cheppara ayya,2025-08-10T22:08:41Z,0,negative,toxic,spam,,,1,0
VIBWdLLq9kQ,@nithishprabhakaran5063,Broo its worthy video ⚡Tq for Clear Explanation 🔥,2023-12-29T15:27:58Z,0,positive,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@aks-vx4qq,Lotss of ad🥲,2025-05-03T11:35:36Z,0,neutral,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@rijilmathew9435,Thanks From Kerala,2023-07-29T04:32:15Z,0,positive,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@gokulk1193,"kudos to you, brother!!. Continue the great work, you make me understand GitHub very well. Definitely worth for the watch",2025-07-19T02:52:32Z,0,positive,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@vichu2k1,bro mba ku oru nala valuable course solunga,2023-08-05T18:38:36Z,1,neutral,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@sugendhirank1304,Excellent Elegant Exceptional ✨,2024-02-28T12:45:26Z,0,positive,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@MahaLakshmi-ol5et,Alwys realizing in the final year  to what to learn and build up our skills !! Yep! Its Alright to dive now itself ❤that's all happened even by you mr john 😅❤🎉 thanks a lot  .Vazgha  vazhamudan  🤗💙 Be healthy and grow up 🌈🥂,2024-06-22T10:27:52Z,1,positive,non-toxic,spam,,,1,0
LGLuHYHbCFA,@mvishnuvardhan292,Excellent Brother! the way you explained it was amazing. Thanks for this video,2024-04-04T14:19:31Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@SaiSuba2697,Bro really i appreciate u❤...i saw many videos but i didn't get idea and too bored .but your video adipoliiiiiiii 🎉...all beginner will learn easily❤...tnqq bro,2024-03-30T17:23:37Z,16,neutral,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@bhavyamurgesh-j6c,the vedio was helpfull can u teach django how to use,2025-05-28T17:13:44Z,0,negative,non-toxic,spam,,,1,0
LGLuHYHbCFA,@teluguaudioclasses2069,"vere level bhayya , super anthey",2024-02-21T09:39:32Z,0,neutral,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@SHARE8421,veralevelna much needed one!!,2023-08-05T18:44:24Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@manobala871,anyone noticed richdad poor dad books,2024-09-29T15:08:10Z,0,positive,non-toxic,spam,,,1,0
Ip2TA2ijDmA,@ARIFKHAN-or7cx,Many thanks ☺,2024-05-20T17:28:07Z,1,neutral,toxic,spam,,,1,0
VIBWdLLq9kQ,@rajacv4810,Kindly Teach about c# language ..,2023-08-04T18:28:34Z,0,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@impossible_life22,Ai&ml course please poduga bro,2023-08-07T17:34:36Z,0,negative,toxic,spam,,,1,0
VIBWdLLq9kQ,@ahicreationz4579,thanks for teaching!!!,2025-07-23T10:32:08Z,0,positive,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@keerthi22-k3w,Anna angular js solli kudunga,2024-09-20T09:52:35Z,0,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@trkrishna0606,Thanks Vamsi .. cant say in words. as i have been struggling to find the perfect solution to git and github topics finally i found this video. it gave me perfect solution,2023-08-20T05:46:18Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@sowmiyarani1720,Hats of man excellent no one is explained like u even tamil and English channel . When ever i try to push my code to repository that times I can't do it without help  but now u build confidence to me,2024-07-23T11:37:44Z,2,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@karthikaselvakumar9214,Needed video,2023-07-30T18:50:43Z,0,positive,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@vijayakumarv8133,Thaliva You are Great !,2024-01-24T17:50:11Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@NEETTAMILAN394,Anna pls do help mee i m confused between ece and eee ethu edutha job wise and placement wise nalla irukkum plss konjam sollunga,2023-07-29T07:48:48Z,1,negative,non-toxic,spam,,,1,0
LGLuHYHbCFA,@abhinayreddybellamkonda3216,Bro can you please add adding links and editing text format in github files,2023-06-28T11:54:18Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@TharunMettala,Super video sir!!!,2024-09-02T07:10:04Z,1,negative,toxic,spam,,,1,0
VIBWdLLq9kQ,@venkateshvenki275,Good video bro.. keep up the work and continue more videos like this,2024-08-14T09:52:16Z,1,neutral,toxic,spam,,,1,0
VIBWdLLq9kQ,@thirukkumarans4276,"In VS code terminal i couldnt use ""git push origin main"" its asking me to sign in, gave my username and password but i couldnt authorize bro , Internet explorer page velaye seyya maatinguthu , and struck aagi nikkra maari iruku enna pandrathune thrla",2023-07-29T17:23:10Z,0,negative,toxic,spam,,,1,0
VIBWdLLq9kQ,@RMN-4748,useful ha ha irundhu irkumnu nenga doubt padave theva ila thala unga all videos r carrer nd life changing videos.but please sql series matum continue panunga primary key oda stop panitinga .,2025-06-22T03:32:28Z,0,positive,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@prinix58,Bro nenga online clz kudupungala?,2024-10-14T18:12:49Z,0,neutral,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@Dhinesh1998,Thanks bro 😍,2024-04-25T14:55:29Z,0,negative,non-toxic,normal,,,1,0
LGLuHYHbCFA,@kirankumar-z6h,👌,2024-07-30T04:49:19Z,0,positive,non-toxic,spam,,,1,0
LGLuHYHbCFA,@cheerladinnemouli2864,Awesome explanation.I really learned a lot .Thank you so much,2023-08-20T13:10:01Z,0,neutral,non-toxic,spam,,,1,0
LGLuHYHbCFA,@msrvideos4116,Very crystal clear now but I nee your help on main branch clean up,2025-04-17T20:04:51Z,0,negative,non-toxic,normal,,,1,0
LGLuHYHbCFA,@lavanya716,"Hi, If we don't open the working git repository with vscode how can we see the Accept changes and other options while we merge the code for dev1 and dev2 example, please let me know.",2024-02-19T21:53:11Z,0,neutral,non-toxic,spam,,,1,0
LGLuHYHbCFA,@hemapriya23200,Hi bro… really really very helpful. Ur explanation was good and clear about the topics. I can understand each and everything what u explained 😊😊😊thank u so much please do like this many videos on topics thank you 🎉,2024-12-06T15:38:55Z,0,positive,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@dhineshkumark2292,Bro,2023-09-19T13:18:46Z,0,negative,toxic,normal,,,1,0
VIBWdLLq9kQ,@mahalakshmim3245,ultimate bro..if we working with live server means how to change this codes?..is it available for linux in live server also?,2023-07-31T13:30:54Z,0,positive,non-toxic,spam,,,1,0
LGLuHYHbCFA,@sumanthkumargunturu3836,"@VamsiBhavani, good job. Please keep it up. This will help many learn about GITHUB.",2025-03-25T15:03:08Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@bharathprince3694,thanks💗,2024-11-05T18:57:36Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@doingsafe.official,Thank you..,2024-01-31T16:25:42Z,0,positive,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@g0wtham-899,bro pls do jenkins videos,2025-08-15T15:36:46Z,0,negative,toxic,spam,,,1,0
LGLuHYHbCFA,@vummidiganesh9508,excellent brother,2024-07-06T16:27:34Z,0,positive,non-toxic,normal,,,1,0
LGLuHYHbCFA,@MadakasiraMonagaallu,Thank you bro ❤,2024-10-20T21:08:14Z,0,positive,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@hemnathmariyappan990,Bro full ui and ux series vanum bro apram ui and ux certification vanu bro please bro post panuga bro,2024-09-16T02:42:11Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@Abdhurrahman26,absolutely brilliant Bro good explanation  you for this content bro,2024-02-28T00:59:44Z,0,neutral,non-toxic,normal,,,1,0
LGLuHYHbCFA,@13puneethkumaramudala83,"Thanks for saving my time❤, i wasted more hours copying chatgpt code in my cmd and solving the errors again through chatgpt.",2024-11-22T12:27:59Z,0,positive,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@venumadhav.9994,Extraordinary bro..,2023-09-30T11:23:00Z,0,neutral,non-toxic,normal,,,1,0
LGLuHYHbCFA,@kumarpavan-t4k,"Really u explained very neatly and the session is very interesting, Vamsi keep doing more videos.... lots of love",2023-08-11T08:19:51Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@theyarnbowlcrochet,You did a great job brilliant,2024-03-15T22:25:43Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@JabayazhiniAG,"Thank you so much! I learned about Git and GitHub completely, and all my doubts were clarified. This is the best Git and GitHub tutorial on YouTube. Definitely worth the 1 hour and 23 minutes!",2025-02-09T12:58:12Z,19,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@indrajamyluck5681,thank you than you thank you soooo much,2023-10-16T18:32:17Z,0,neutral,non-toxic,normal,,,1,0
LGLuHYHbCFA,@challaajaykumar4673,Super explanation bro ❤,2024-02-25T16:29:29Z,0,neutral,toxic,spam,,,1,0
LGLuHYHbCFA,@sunandapavan8538,u just Rocked it bro!,2023-05-28T07:22:45Z,0,neutral,toxic,normal,,,1,0
Ip2TA2ijDmA,@k0msenapati,Thanks Bro,2024-05-21T11:52:10Z,1,negative,toxic,normal,,,1,0
Ip2TA2ijDmA,@ShubhamJaiswal-o7r,"It was very informative , long yet interesting video . Thanks a ton .",2024-12-25T09:23:11Z,1,negative,non-toxic,spam,,,1,0
LGLuHYHbCFA,@143INDIAN27,Tnq so much anna,2023-08-20T07:00:07Z,1,positive,non-toxic,normal,,,1,0
LGLuHYHbCFA,@sravs_shiva,Malliii..kaadura mallii.... pellii... thaaliiii😅,2023-05-02T17:46:24Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@sgokul-gz2xw,bro i having issue with [pull request] i am not able to create new pull request pls tell me,2025-09-02T11:41:16Z,0,positive,non-toxic,normal,,,1,0
LGLuHYHbCFA,@Vinodkumar-xr5jk,"Thank you bro,  easy to understand",2023-04-24T19:59:18Z,0,neutral,non-toxic,spam,,,1,0
LGLuHYHbCFA,@Lavanya-y5e1e,36:28 push not occurred for me,2025-05-09T16:49:49Z,0,positive,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@AjithKumar-xg4fj,Thank you bro I learn how the git is working and how to work with git very well explanation 🙂👍,2023-07-26T15:23:54Z,1,negative,non-toxic,normal,,,1,0
LGLuHYHbCFA,@kushalvirat9394,Miru chala Baga cheparu vere vallu chepunta intha Baga artam ayedhi kadhu amo miru chala simple ga easy ga cheparu thanks 🙏 genkins ansible docker kuda mire cheptha baguntundhi,2023-07-10T17:47:10Z,3,neutral,non-toxic,spam,,,1,0
LGLuHYHbCFA,@life_turning9,Super anna❤,2025-02-19T13:11:40Z,0,negative,non-toxic,spam,,,1,0
LGLuHYHbCFA,@VincentVamsi,super super super,2024-07-28T10:55:38Z,0,neutral,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@MadheshRajan,what if i created a three file at a same time but i want to push only 2 file in the github what should i do,2025-07-05T11:37:09Z,0,negative,toxic,normal,,,1,0
VIBWdLLq9kQ,@rohinisivapalan9993,Superr Anna. Your method of teaching was very nice. 🤩🤩Thanks Anna🙏,2023-12-05T16:53:54Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@afm_tech,good,2025-02-15T14:10:55Z,0,negative,toxic,spam,,,1,0
VIBWdLLq9kQ,@matheshpandi1503,Ethical hacking series potunga,2023-07-24T15:09:03Z,0,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@gopichand-ld1nr,push avatem led bro error ostundhi main/master use chesthey ??????????//,2024-06-23T05:14:06Z,0,neutral,non-toxic,normal,,,1,0
LGLuHYHbCFA,@anands53,"Thank you so much, This was a great tutorial to understand the fundamental working of git. Kudos to you for such an amazing content. Keep giving us.",2023-06-06T02:13:26Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@lithishs2874,"you haven't covered about rebase, brother.",2023-08-02T07:06:25Z,0,negative,toxic,spam,,,1,0
VIBWdLLq9kQ,@crazysj2757,Full stack 😢,2023-10-23T04:04:33Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@muthurajrsk3091,Please share the steps to raise pull requests from command line,2023-09-11T07:07:01Z,1,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@vaijayanthi_J,"Really very helpful, thanks a lot sir",2024-12-08T06:02:14Z,0,negative,non-toxic,normal,,,1,0
LGLuHYHbCFA,@teja2775,Difference between git and gitlab anyone knows..? Please comment,2023-04-25T07:25:13Z,0,negative,toxic,normal,,,1,0
VIBWdLLq9kQ,@SumiSumithra-do9ky,Anna commit code work akala,2024-04-28T06:32:26Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@KalpanaReddy26,'Open with code' is not showing for me when I right click on git-tuts folder,2024-06-19T07:04:57Z,0,negative,non-toxic,spam,,,1,0
LGLuHYHbCFA,@Dr.ChitturiSaiKrishna,thank you vamsi bhavani.... Simple and effective explanation,2023-06-15T09:16:59Z,0,positive,toxic,normal,,,1,0
LGLuHYHbCFA,@maheshgunana1650,"fatal:the remote end hung up unexpectedly 
Everything up-to-date. 
this type error occurred, what can I do(after commit my code      doesn't show in remote repository)?",2024-08-26T08:23:31Z,0,neutral,non-toxic,normal,,,1,0
LGLuHYHbCFA,@satyabobby6248,Thank you bro..very clarity..,2024-04-20T18:29:14Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@simhanarasimha8390,Explanation clear ga ledhu bro😌👎👎,2024-10-20T06:54:59Z,1,neutral,toxic,spam,,,1,0
VIBWdLLq9kQ,@edwinroyce0618,Data science full course video 🙏🏼,2023-08-01T14:30:25Z,0,neutral,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@yokeshwerp6922,best explanation,2024-08-06T18:12:39Z,1,positive,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@AJAY-oc3tz,Great Work Na ♥,2024-10-28T16:49:59Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@vamsireddy3859,super ga chapayvuuuuuu bro... tq u very much bro,2025-02-20T05:54:11Z,0,positive,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@Vijay-kw6fu,very clear explanation i learned well thanks bro,2024-12-21T14:54:12Z,0,positive,non-toxic,spam,,,1,0
LGLuHYHbCFA,@striver2k24,This is really cool Vamsi. Very well explained.,2024-04-15T14:37:07Z,0,positive,toxic,normal,,,1,0
LGLuHYHbCFA,@madangopal1528,awesome work! very useful with detailed pace of explaination,2023-10-08T18:58:56Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@sfdcbhadra118,Really Appreciating your efforts 🎉,2024-09-13T06:04:52Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@jdram82,"Thanks a lot Bro, Fantastic Video on Github, Thank you very much for your efforts.Keep going! Your voice is really unique.",2023-09-20T17:34:05Z,0,neutral,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@HemnathHem-i7k,Bro how to hack wifi password using python pls bro next video podunga bro pls,2023-07-25T06:04:32Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@logeshwaranc2948,"bro super github 

enna SQL pathi itha maari video podoga pls or workshop conduct pannuga bro",2023-08-04T06:34:17Z,0,neutral,non-toxic,spam,,,1,0
LGLuHYHbCFA,@ashoks8035,"hats off to you,,,,excellent",2023-04-21T15:50:21Z,0,positive,toxic,normal,,,1,0
LGLuHYHbCFA,@vickyg9632,"Hi bro, course was useful and informative..and understandable in easy way. Thanks you🙂",2023-08-01T15:55:53Z,0,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@ksrikanthvarma9605,nice explanation brother but i think you haven't  said all git commends if you say all commends it would be useful us anyway excellent explanation with real time examples now i have some idea about Git and GitHub thank you,2023-05-05T17:48:18Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@dailytechytchannel7,Bro C++ video please,2023-07-24T17:33:54Z,0,positive,toxic,normal,,,1,0
VIBWdLLq9kQ,@man_eng,worth to watch.. Git/Github ku best tutorial..♥,2025-01-04T06:15:37Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@SasiKumar-nx2bs,"Thank you so much, bro. You taught very well. Now, I understand What is Git and GitHub and how to use the git command clearly. Again, Thanks for making this video.",2023-07-29T20:28:56Z,4,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@SandeepWithAI,"bro my github account was suspended today, can you help me recover it, i have reinstated to the github support. but i am very depressed due to this, becasue its my main github account, my whole carrier depends on it bro please help me",2025-01-16T21:24:13Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@rajnikanth6289,super session @VamsiBhavani,2024-06-26T06:01:31Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@BesthaNagendra-h9z,Very helpful bro good content 💯,2025-02-03T02:54:30Z,0,negative,non-toxic,normal,,,1,0
LGLuHYHbCFA,@jakeshalla1056,Thankyou very much bro git gurinchi e video lo una topics kakuna Inka advanced topics em Aina unaya ...pls answer my question,2023-03-25T04:41:12Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@Iamjackofalltrades.r1175,This is the best Github tutorial thankyou EMC,2025-07-03T17:02:19Z,0,negative,non-toxic,spam,,,1,0
Ip2TA2ijDmA,@bangalghotirjuti,Very easy to understand and learn. Thank you for doing this..,2025-08-19T16:37:55Z,1,positive,non-toxic,normal,,,1,0
LGLuHYHbCFA,@Calmness_Everywhere,Thanks for knowldge share in telugu.I undestand the concpet clearly.,2023-05-07T20:51:46Z,0,negative,toxic,normal,,,1,0
VIBWdLLq9kQ,@BharathEdu26,TTT=3hrs,2025-06-29T13:48:42Z,0,neutral,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@உங்களில்ஒருத்தி,Hai sago semma voice pa🎉🎉🎉🎉🎉🎉 i inspired you 🎉 vazzlthukal,2024-02-14T12:55:08Z,0,positive,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@rahulvenkatesan8394,Great explanation brother,2025-03-18T17:01:37Z,1,neutral,non-toxic,spam,,,1,0
LGLuHYHbCFA,@surya5511,Best video for learning Github. U explained really well Vamsi.Thank you,2023-06-28T10:05:19Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@ZoominRam,Excellent bro...and bitbucket kuda explain cheyyandi bro...please,2023-03-28T19:05:36Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@anashmohammed6513,bro enakku modified nu matum vara matinguthu bro enna pannalam,2023-08-13T04:51:15Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@Hero360-k1e,Anna enaku clone aga maatinguthu 15:09,2024-01-17T12:00:06Z,4,negative,toxic,normal,,,1,0
VIBWdLLq9kQ,@CodeWithPavi_2,Bro github la deploy pandrathu epdinu sollunga,2025-03-19T17:09:33Z,0,negative,toxic,normal,,,1,0
VIBWdLLq9kQ,@joy--boy-070,Bro your teaching way in our language more helps to us.. vera level ...ithey pola video potutey irunga bro..,2023-09-09T11:48:46Z,0,neutral,toxic,normal,,,1,0
VIBWdLLq9kQ,@vazhgatamilvalarga5704,bro github action spring boot build cicd pipeline video podunga,2023-08-27T00:20:49Z,0,neutral,toxic,normal,,,1,0
LGLuHYHbCFA,@dhillirao-m4o,merge conflict concepts should have been slow and clear,2025-09-16T16:07:15Z,0,neutral,toxic,spam,,,1,0
VIBWdLLq9kQ,@pandiarajank6054,Thanks bro!!,2025-08-20T10:54:35Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@srikhanth.r4482,Bro can u please attach that ppt in the description,2023-08-15T19:16:37Z,0,positive,toxic,spam,,,1,0
LGLuHYHbCFA,@khadarbashashaik3724,excellent explanation.superb.thank u so much,2023-07-28T12:00:08Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@VigneshwarPrakash,Bro I need your explanation ppt,2024-05-19T12:33:00Z,0,positive,toxic,spam,,,1,0
VIBWdLLq9kQ,@aravindaravind3881,Bro can you share the ppt?,2023-07-30T07:19:58Z,0,neutral,non-toxic,normal,,,1,0
LGLuHYHbCFA,@zxyfug-456,Thanks Vamsi Garu,2024-06-28T15:00:01Z,0,negative,toxic,normal,,,1,0
LGLuHYHbCFA,@lakshmirasagnya7088,Very well explained,2025-07-03T18:50:00Z,0,neutral,toxic,spam,,,1,0
LGLuHYHbCFA,@vinaykumar-y3v,"sir,vscode ui and front end gurinchi cheppandi mariyu jupyter files ni vs code dwara github repository ki yela deploy cheyyalo cheppandi.project work undi.",2024-10-28T14:06:38Z,0,negative,non-toxic,normal,,,1,0
VIBWdLLq9kQ,@hendoitechnologies,can you post a video about How to host website on Google cloud platform (GCP) built using React JS or Next JS. and How to host multiple websites on GCP (Google cloud platform) and connect with different domain for each websites.domain bought from godaddy or Namecheap.,2024-05-12T09:36:40Z,0,negative,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@rajagladson4477,"can we create repository from vs code terminal itself , similar to creating branch from our terminal. Anyone help me with this",2025-08-20T10:53:22Z,0,positive,toxic,normal,,,1,0
LGLuHYHbCFA,@mallikarjuna4167,Thank you so very much bro..U helped me a lot,2023-03-23T18:57:29Z,0,neutral,non-toxic,spam,,,1,0
VIBWdLLq9kQ,@SenthilKumar-ct1pf,"First, thanks for your videos. It's really very useful for me. Could you please explain the difference between fetch and pull?",2024-06-07T14:13:37Z,0,positive,toxic,normal,,,1,0
VIBWdLLq9kQ,@education-edux12,Bro sincerely very thank you I am having my lab praticals and till date I don't know anything but now I have excelled,2025-04-25T06:52:13Z,0,negative,non-toxic,normal,,,1,0
