video_id,author,comment,published_at,likes
VIBWdLLq9kQ,@AJAY-oc3tz,Great Work Na ♥,2024-10-28T16:49:59Z,0
VIBWdLLq9kQ,@KalaivaniManogaran-m1p,your teaching it's really awesome bro....now i'm working intern for Front End developer it's very use full to me... thanks a lot bro !,2024-10-28T16:11:18Z,6
VIBWdLLq9kQ,@ytsamuel7579,"For those who are finding it a little confusing, Learn about using Command prompt and it's basics and return here. It would 
make you understand much more easier",2024-10-28T10:50:37Z,0
VIBWdLLq9kQ,@srijithsri7418,"Really awesome bro, Please keep continuing the work, Now I have confidence on handling Git - Kudos 🤩",2024-10-27T09:19:55Z,0
VIBWdLLq9kQ,@ravijari9232,Great session 👏,2024-10-27T06:25:11Z,0
VIBWdLLq9kQ,@vijaydevan1703,Bro terminal la code copy paste panna error varuthu bro any solution? I m stucked inbetween please help,2024-10-24T08:10:39Z,0
VIBWdLLq9kQ,@dhanush_paraiyar,"Msg:
On branch main
nothing to commit, working tree clean
how to solve?",2024-10-23T15:51:44Z,0
VIBWdLLq9kQ,@suryaprakash9376,how to make portfolio website in html and css in tamil immediately Venum bro,2024-10-23T15:31:10Z,0
VIBWdLLq9kQ,@uvansoorya7606,"Bro ive been learning in odin project  but athula git breif ah use panna teach pannala
THANK YOU SO MUCH 
bty im 13",2024-10-22T00:33:02Z,0
VIBWdLLq9kQ,@vignesh2727,thank you,2024-10-21T10:22:50Z,0
VIBWdLLq9kQ,@vikramb4897,Thanks. Very useful,2024-10-18T16:12:19Z,0
VIBWdLLq9kQ,@Stalin-s1l,Bro how is github used in termux for hacking pls post some hacking or videos which helps to those who wanted to learn hacking❤❤,2024-10-18T11:01:30Z,0
VIBWdLLq9kQ,@TinyPaapaTV,"Hii brother git clone vs code la kutha piraku  (git is not recognized as the name of a cmdlet, function, script file path was included). Apdi error varuthu brother help panunga ung video latha. Na learn panidu jobs ponum brother help.e 🙏🙏🙏",2024-10-16T07:57:06Z,1
VIBWdLLq9kQ,@sabaribdme7852,At 41:21 branch should be commanded after the commit only otherwise it doesn't show the current branch directory,2024-10-15T14:58:40Z,2
VIBWdLLq9kQ,@SharmilaRB-v6o,very usefull Anna,2024-10-15T10:54:58Z,0
VIBWdLLq9kQ,@prinix58,Bro nenga online clz kudupungala?,2024-10-14T18:12:49Z,0
VIBWdLLq9kQ,@seethalakshmimani2966,Thanks for the easy and  clear explanation.,2024-10-13T22:37:06Z,0
VIBWdLLq9kQ,@raniranjani4001,bro terminal la git clone apuram reposetry  link copy panni paste panna error show agudhu bro ! now what can i do?,2024-10-13T18:50:00Z,0
VIBWdLLq9kQ,@pinkyrabbit680,Yes bro full stack development Kum oru full 10hr video venum bro,2024-10-13T09:04:06Z,0
VIBWdLLq9kQ,@nithishchan1766,"Thank you Team,

Here's my takeaway !

Git commands

git clone ""gitRepoLink""

git add .
git commit -m ""Commit Message""
git push origin (branchName)

git remote add origin ""repoLink""

git init
git pull

git branch
git branch -a
git branch -M (branchName)
git checkout (branchName)
git merge (branchName)

🙂",2024-10-13T04:42:04Z,0
VIBWdLLq9kQ,@nethraharini3235,thank you for useful video,2024-10-12T12:17:35Z,0
VIBWdLLq9kQ,@chandrusubramani7069,After knowing about git and github which role we can apply ??? Can anyone pls tell,2024-10-12T10:46:55Z,0
VIBWdLLq9kQ,@faleesha786,to delete 30:00,2024-10-10T14:30:29Z,0
VIBWdLLq9kQ,@sakthivelmaribe8120,Definitely very useful content by the similar time easy to understand,2024-10-09T07:01:13Z,0
VIBWdLLq9kQ,@Daniel-xt1yf,thank you very much,2024-10-08T16:36:25Z,0
VIBWdLLq9kQ,@kaviya.p9635,Anna neengah yellam soldrengah anah atha oru continuesaah sollu agaley plsss eppo ethulaa pandreeengah ethu 1hour padicha apro yenna pananum athulaaa sollungah anna,2024-10-08T15:30:19Z,0
VIBWdLLq9kQ,@Naveenkumark-qo8un,Successfully completed bro ....thanks a lot,2024-10-06T12:17:45Z,0
VIBWdLLq9kQ,@sundarkannan-b2d,"Thanks, Easy to understand GitHub process",2024-10-06T05:34:50Z,0
VIBWdLLq9kQ,@harshavarthannatarajan,Awesome Video na 😍,2024-10-03T21:10:41Z,0
VIBWdLLq9kQ,@DhinaKaran-hg7lk,Bro your video is very helpful bro thankyou bro.appdiya react ku oru video podu bro,2024-10-02T17:33:59Z,1
VIBWdLLq9kQ,@jeeva3118,Awesome !!!,2024-10-02T17:25:03Z,0
VIBWdLLq9kQ,@BaibyKids119,"Anyone having doubt on M is not visible in 28 mins of this video, please click file-> save . Then M is visible. I got stucked with this error. Please utilise this",2024-10-01T11:08:53Z,1
VIBWdLLq9kQ,@BaibyKids119,Enaku file modify aagala M symbol kaatala .na ena error panren therla @ 28mins of this video. Can anyone please tell me.,2024-10-01T10:39:30Z,0
VIBWdLLq9kQ,@Raazz_Anandth,24:37 ...one time login matum nu soinga ..but I lost ...login ...again I how to take login page,2024-10-01T08:31:23Z,0
VIBWdLLq9kQ,@HariharanRangaraj,Thank you bro keep posting such courses. It'll help many 😊,2024-10-01T05:22:59Z,0
VIBWdLLq9kQ,@manobala871,anyone noticed richdad poor dad books,2024-09-29T15:08:10Z,0
VIBWdLLq9kQ,@62-rupesh.v81,anna bootstrap and react and node.js videos make for us,2024-09-29T14:54:46Z,1
VIBWdLLq9kQ,@manimegalai3453,In text3 in my laptop m is not showing,2024-09-28T18:30:28Z,0
VIBWdLLq9kQ,@jebarajimmanuel7302,"Bro, git is not recognised as the name of a cmdlet apdi nu varudhu",2024-09-26T17:05:48Z,0
VIBWdLLq9kQ,@surfingsaif8223,Thanks di chello,2024-09-26T02:40:09Z,0
VIBWdLLq9kQ,@chrisha_willer8373,bro! terminal la starting la use panra git clone apdingra command ey enakku work agala.......'the term git is not recognized ' nu varuth.... what to do???,2024-09-25T06:10:12Z,0
VIBWdLLq9kQ,@kavitechsolution7366,"Super bro, after watching in this video. I got a clear about GitHub. Thanks for the video",2024-09-22T14:01:04Z,0
VIBWdLLq9kQ,@aathishkumar.p3073,"Git and Github PPT irukka sir
Irundha konjam send pannunga sir
Immediately sir pls",2024-09-21T09:36:08Z,0
VIBWdLLq9kQ,@nagarathinamrathna9854,Very useful one for me…,2024-09-21T07:53:24Z,1
VIBWdLLq9kQ,@keerthi22-k3w,Anna angular js solli kudunga,2024-09-20T09:52:35Z,0
VIBWdLLq9kQ,@kowsihub0604,very wonderful Explanation. thanks a lot...,2024-09-17T14:54:23Z,1
VIBWdLLq9kQ,@hemnathmariyappan990,Bro full ui and ux series vanum bro apram ui and ux certification vanu bro please bro post panuga bro,2024-09-16T02:42:11Z,0
VIBWdLLq9kQ,@sandhiya3945,"thank you anna ,this video is very useful to me",2024-09-15T17:32:18Z,1
VIBWdLLq9kQ,@Saravanan-bp8vm,Thank u bro🎉,2024-09-15T04:18:01Z,3
VIBWdLLq9kQ,@S.Thilothamma,Those who are watching without laptops🥲,2024-09-14T17:30:49Z,1096
VIBWdLLq9kQ,@dhavamaniraj3093,bro i am facing the error not able to push up git but i signed in properly,2024-09-13T03:58:04Z,0
VIBWdLLq9kQ,@hariharanofficial9272,thankyou so much bro great tutorial and very easy to understand,2024-09-11T11:54:39Z,1
VIBWdLLq9kQ,@mohamedahamed4862,"full stack development pathi oru vedio poduga kaasu ethum ilama bcz panam vasathi ilama life la ethavathu saathikanum apdinu nenaikuravagaluku kandipa oru periya life change vedio va athu irukum , so please entha kaasum ilama complete full stack development vedio panugha ...",2024-09-10T12:55:00Z,0
VIBWdLLq9kQ,@mohamedahamed4862,"100% sure , this vedio is very usefull for me ...",2024-09-10T12:52:03Z,2
VIBWdLLq9kQ,@maaveerangaming6583,"Very useful bro 👍🏻
Thanks ❤",2024-09-09T07:41:14Z,1
VIBWdLLq9kQ,@AnurekhaManokaran,"Hi Bro , Playwright with JavaScript course upload pannunga pls",2024-09-04T11:51:00Z,0
VIBWdLLq9kQ,@SaranyaG-d6k,Wow..🔥No words to explain🥰 Thank you ❤,2024-09-04T09:53:35Z,0
VIBWdLLq9kQ,@vardhamantamil,bro intha presentation epdi download pandrathu,2024-09-03T18:05:46Z,0
VIBWdLLq9kQ,@learn_well9256,Its really very interesting and also  neat and clear explanation,2024-09-01T07:54:46Z,1
VIBWdLLq9kQ,@DavidStephen-x4y,Thank you Brother,2024-08-30T14:13:42Z,0
VIBWdLLq9kQ,@sivasubramanianss40,Bro kindly can you give me that ppt.,2024-08-29T13:02:54Z,0
VIBWdLLq9kQ,@MailCommon,"Thank you bro
Easy to understand",2024-08-27T19:34:24Z,1
VIBWdLLq9kQ,@balaaero1962,fatal:not a git repository (or any of the parent directories): .git bro vs code la file create panni add panna intha mathiri varuthu how to fix it.,2024-08-27T11:34:17Z,0
VIBWdLLq9kQ,@dudekulaanusha8663,Bro send that ppt,2024-08-27T07:21:26Z,2
VIBWdLLq9kQ,@opentalks8605,where to sign in bro enakku purila,2024-08-26T14:12:08Z,0
VIBWdLLq9kQ,@abisheksam19,One of the finest videos ever! Thank you brother!,2024-08-25T20:35:54Z,0
VIBWdLLq9kQ,@kaviyarasan.s9378,"Bro 1:15:20 out put varala 
Enna pandra thu",2024-08-24T05:20:36Z,0
VIBWdLLq9kQ,@the_jeyroon,"Hai bro 24:40 la git push orgin main la run agala eppidi bro sign in panratuku 
Git la signout pannitu sign in pannitan but ethuvum teriyala ena pananum.   Yarathu sollunga please",2024-08-22T16:01:41Z,0
VIBWdLLq9kQ,@ajithakdev,It was really very useful bro and also you have maintained good patience in explaining things. Thanks a lot bro 👍,2024-08-19T10:53:43Z,8
VIBWdLLq9kQ,@vallarasusridhar6442,"Bro enakku git clone pannumbothu error varthu bro:
fatal unable to access and could not resolve hot",2024-08-18T12:36:57Z,1
VIBWdLLq9kQ,@Soorya-v4e,Good explanation bro no 1 GitHub tutorial in Tamil 🎉,2024-08-15T11:30:22Z,1
VIBWdLLq9kQ,@bhargavaa6089,bro your video was awesome but where is version control git topic. you said about adding github. but what if i expect the previous code to be appear before it modifies,2024-08-14T11:36:15Z,0
VIBWdLLq9kQ,@venkateshvenki275,Good video bro.. keep up the work and continue more videos like this,2024-08-14T09:52:16Z,1
VIBWdLLq9kQ,@Importantthings-q,We you not mention -- we want to save the vs code modified file .. and than we want to push it 🥴,2024-08-14T01:56:47Z,0
VIBWdLLq9kQ,@-HasikaB,"Thanks a lot na, for this tutorial",2024-08-13T15:13:36Z,1
VIBWdLLq9kQ,@ManikandanChinthamani,"clearly understood. and aso actor parthipan sir voice base😅, nice😇",2024-08-12T19:40:14Z,1
VIBWdLLq9kQ,@Karthik__S_554,intha maari theliva engayum pathathu ila..semmaaa..apdiye react js um potingana useful aa irukum,2024-08-11T16:17:19Z,0
VIBWdLLq9kQ,@boopathi121,bro test2.txt file apo browser ra pogitu sign pananum soluringa..but refresh panalum apde katala,2024-08-11T12:37:22Z,0
VIBWdLLq9kQ,@jebassyrus.s9730,"I watched the whole video. I understood the commands, still I didn't understand what git and GitHub is.",2024-08-11T05:58:17Z,0
VIBWdLLq9kQ,@poongodiarasu8079,Awesome sir.... Thanks a lot...... lot....,2024-08-10T09:23:51Z,1
VIBWdLLq9kQ,@-JaiBharathK,Repository ah epdi bro delete panrathu !?,2024-08-09T17:09:57Z,0
VIBWdLLq9kQ,@deepakkumarb5263,"Explained everything in a crystal clear way, Thanks a lot brother.",2024-08-07T18:26:34Z,3
VIBWdLLq9kQ,@Dhanush....430,Vanakam anna one small help anna I want laptop 💻 anna please I am poor family I am studying college please help me😢,2024-08-07T06:06:18Z,0
VIBWdLLq9kQ,@yokeshwerp6922,best explanation,2024-08-06T18:12:39Z,1
VIBWdLLq9kQ,@pradeeprameshmurthy3134,You have explained so well about GitHub thanks a lot!! I am from a non technical background and it was easy to understand the concept. Thanks a lot brother ✊🙏,2024-08-06T16:44:09Z,1
VIBWdLLq9kQ,@mariabaskari9470,Very nice ..,2024-08-06T08:56:53Z,0
VIBWdLLq9kQ,@bajay9326,54:00,2024-08-05T16:39:58Z,0
VIBWdLLq9kQ,@dhinakaran2059,could have covers git stash as well,2024-08-05T15:01:13Z,0
VIBWdLLq9kQ,@Rooney-t3x,Thanks bro❤,2024-08-03T13:50:24Z,0
VIBWdLLq9kQ,@saravananm3856,excellent man noo words please doo more videos,2024-08-02T15:35:12Z,0
VIBWdLLq9kQ,@musicmad7277,Bro oru doubt ithula nama git software engineer install pannom atha use pannave illa visual studio la code panni atha GitHub la  push and pull panrom aprm en intha git application install pannanum,2024-08-02T10:06:58Z,0
VIBWdLLq9kQ,@nisha77795,🎉❤🎉❤,2024-08-02T09:27:13Z,0
VIBWdLLq9kQ,@DellibabuS,No Words To explain... You Nailed It❤‍🔥,2024-08-01T17:50:56Z,1
VIBWdLLq9kQ,@manojkaarthick6298,"brother nama empty file matu tha push pana mudiyuthu ,but athae file la oru content oda push pana mudila(eg if we wrote good morning )in the file we cant push that bro....plz rectify it",2024-08-01T08:54:54Z,0
VIBWdLLq9kQ,@Chennai-s2g,Bro u r a really great help mind person thank you so much bro u r s all vedio helping for learning clearly tq bro 🤝🎉👏🔥,2024-07-30T18:26:45Z,0
VIBWdLLq9kQ,@Sanjaikrishna-h7i,"Bro git clone pottu aprm link paste panni enter kudutha error varuthu , the term git is not recognized nu varuthu.",2024-07-30T14:28:55Z,2
VIBWdLLq9kQ,@SaravananRaman-ix4pb,You nailed it bro!!! Thanks for sharing!,2024-07-30T11:50:18Z,0
VIBWdLLq9kQ,@DilipKumar-lz2zb,"Thank you, clearly explained",2024-07-30T02:53:40Z,0
VIBWdLLq9kQ,@CosmicClue1313,"super bro, very helpful",2024-07-28T18:44:03Z,0
VIBWdLLq9kQ,@kaviyarasus1849,Thanks for this video bro ❤,2024-07-28T09:45:22Z,0
VIBWdLLq9kQ,@ManoranjaniM-hi9gy,Crystal clear explanation ✨ Thankyou anna🤍,2024-07-27T11:51:05Z,1
VIBWdLLq9kQ,@CrazyGaming-tx9ze,Bro it's useful for UI UX designer 😊,2024-07-25T04:04:56Z,0
VIBWdLLq9kQ,@sowmiyarani1720,Hats of man excellent no one is explained like u even tamil and English channel . When ever i try to push my code to repository that times I can't do it without help  but now u build confidence to me,2024-07-23T11:37:44Z,2
VIBWdLLq9kQ,@MaverickSedrick,love u  bro thank you,2024-07-22T16:48:30Z,0
VIBWdLLq9kQ,@KumarS-j1r,"I have 20 years of IT experience. I was searching for so many github training in Tamil. You are simply superb. Clear voice. Sound knowledge, you are subject matter expert, convey the message crisp and clear.",2024-07-22T16:47:51Z,353
VIBWdLLq9kQ,@SnehaA-s5l,Your way of teaching is excellent ❤,2024-07-21T14:59:14Z,1
VIBWdLLq9kQ,@PRAJINSMICHEAL,Broo Docker ku tutorial video podunga ....,2024-07-20T16:57:12Z,0
VIBWdLLq9kQ,@kingkohli8676,Nice explanation broo thank you so much🔥🔥🔥,2024-07-20T07:59:26Z,0
VIBWdLLq9kQ,@fantasyapart787,good video.  what is the diff between local folder and working directory ??? Its confusing,2024-07-17T17:23:03Z,2
VIBWdLLq9kQ,@kirthikvaishnav4837,Clear Cut Explanation!,2024-07-17T09:39:29Z,0
VIBWdLLq9kQ,@musicalbioarts,"I am a biotech graduate during college days shomu's biology was my fav and life savior and now for coding you are my fav..great explanation with your calm and composed voice, 1hr20 min looked like 20 min video😇😇 thanks a ton, looking forward for ui/ux course tutorial",2024-07-16T05:13:36Z,3
VIBWdLLq9kQ,@prabu101,"Thank you so much bro,  it is very usefull Video!",2024-07-15T17:48:58Z,1
VIBWdLLq9kQ,@Malavika369,15:05 bro error varuthu bro,2024-07-15T15:12:56Z,0
VIBWdLLq9kQ,@karnaedits306,12:47 ❤,2024-07-14T16:31:36Z,2
VIBWdLLq9kQ,@Explorable_Knowledge,54:49,2024-07-14T14:16:37Z,0
VIBWdLLq9kQ,@limonika913,Bro rempa nantri bro... Really usable... Understood clear...... 🫶thank u bro,2024-07-14T09:35:20Z,0
VIBWdLLq9kQ,@karnaedits306,✨🔥Thank you,2024-07-14T02:48:02Z,1
VIBWdLLq9kQ,@shivaram375,romba nandri brother,2024-07-12T17:09:36Z,0
VIBWdLLq9kQ,@sneha1711,while writing contents in test3.txt i have not seen any M. what can i do 28:16,2024-07-12T09:36:59Z,0
VIBWdLLq9kQ,@Daniarasan003,brother thank you so much,2024-07-11T12:29:17Z,0
VIBWdLLq9kQ,@Praveen_C11,1:03:02,2024-07-11T12:20:35Z,0
VIBWdLLq9kQ,@TAMILGAMINGWARRIORS,Absolutely your are outstanding sir🙏🥵 Clearly understands all the doubts and you help me to gets strong in this topic 😌 Thanks a lot Vrooooh🛐,2024-07-09T19:13:54Z,0
VIBWdLLq9kQ,@janareings560,1:03:39,2024-07-07T13:37:03Z,0
VIBWdLLq9kQ,@DHINESHKUMARG-m8q,Great job man! Absolutely loved it,2024-07-05T13:03:40Z,0
VIBWdLLq9kQ,@Jayanth-jd9nh,super bro..thank you so much,2024-07-03T07:00:16Z,2
VIBWdLLq9kQ,@alphonessamuel,Good❤,2024-07-02T12:13:19Z,0
VIBWdLLq9kQ,@bharathvincent4805,Thalaiva you are awesome !!!!,2024-07-02T07:51:44Z,0
VIBWdLLq9kQ,@sarasprasad1649,your explanation is very clear and well detailed thank you.,2024-07-02T05:44:10Z,0
VIBWdLLq9kQ,@rebeccajean7653,Hi bro. If laptop does not allow the our github's user name and password to use github in laptop means can we do directly in online itself? after i do as per ur instructions it does not store my username and email of github an additional dialogues appears,2024-07-01T11:36:48Z,0
VIBWdLLq9kQ,@AnithaPriya-x2c,Nice Bro...I'm working as a full stack trainer and you teach absolutely awesome .,2024-07-01T08:07:27Z,1
VIBWdLLq9kQ,@Pikachy4,Bro image add panrathu eppadi inu sollunga,2024-07-01T05:33:10Z,0
VIBWdLLq9kQ,@alvinrohith9220,"superb explanation brother, hats off to you.👏",2024-06-28T18:46:09Z,0
VIBWdLLq9kQ,@princessmeena9935,Thank you so much for making this video brother.,2024-06-27T18:42:37Z,0
VIBWdLLq9kQ,@govindarajn7667,Git bash oru video podunga brother extra ordinary explanation,2024-06-27T14:52:52Z,0
VIBWdLLq9kQ,@govindarajn7667,Brother Devops class  training course irukka unga kitta,2024-06-27T14:42:53Z,0
VIBWdLLq9kQ,@56.yogapriya.s21,"Bro I just now completed 12 std that to I'm bio student,now Im gonna take engineering,I want to learn GitHub workshop  what to do bro how can I learn giGitHub  from their website for free",2024-06-25T23:37:42Z,0
VIBWdLLq9kQ,@aruns6111,"Broo
Git not installed in macos 
 Enna pandra dhu?",2024-06-25T17:25:49Z,0
VIBWdLLq9kQ,@aakashs5495,Good tutorial for beginners 🎟,2024-06-24T06:01:07Z,1
VIBWdLLq9kQ,@sanchezrio6165,EMC= GOAT,2024-06-23T15:40:16Z,0
VIBWdLLq9kQ,@kanishyathra,Very Beginner Friendly.....,2024-06-23T13:47:35Z,0
VIBWdLLq9kQ,@sadhamhussain1694,Keep Rocking Bro...!,2024-06-22T18:00:54Z,0
VIBWdLLq9kQ,@MahaLakshmi-ol5et,Alwys realizing in the final year  to what to learn and build up our skills !! Yep! Its Alright to dive now itself ❤that's all happened even by you mr john 😅❤🎉 thanks a lot  .Vazgha  vazhamudan  🤗💙 Be healthy and grow up 🌈🥂,2024-06-22T10:27:52Z,1
VIBWdLLq9kQ,@prabhut4809,"Git actions , anytime soon ? But this is brilliant",2024-06-20T18:39:05Z,0
VIBWdLLq9kQ,@nivetha8953,Vvv clear explanation.Thank you,2024-06-19T13:17:23Z,1
VIBWdLLq9kQ,@teambros9992,absolute understanding bro although i have encountered some error and at the same time i have solved the errors by mine. Thankyou,2024-06-19T07:46:50Z,2
VIBWdLLq9kQ,@KrishnaVeni-fx6vd,Bro pls send the ppt link,2024-06-17T16:36:23Z,0
VIBWdLLq9kQ,@Harini-z2n,Anna pls upload full stack developer playlist,2024-06-15T14:42:55Z,0
VIBWdLLq9kQ,@suryasaras7711,Voice is ok. But text not clear to see,2024-06-14T13:53:06Z,1
VIBWdLLq9kQ,@limrasliakkadali7737,Thanks for Your Video Tutorial. I really appreciate. If possible try to make video tutorial of GitLab CI/CD.,2024-06-14T13:17:39Z,0
VIBWdLLq9kQ,@ssanjay8826,🫡,2024-06-13T07:06:08Z,1
VIBWdLLq9kQ,@saivigneswarans879,Well Presented :) Thanks,2024-06-13T01:11:43Z,1
VIBWdLLq9kQ,@SARAVANAKUMARG-n4f,👍❤,2024-06-12T05:59:41Z,0
VIBWdLLq9kQ,@mr.vilgax7720,pro react course pothunga,2024-06-11T03:06:33Z,1
VIBWdLLq9kQ,@vaishnavisuresh396,Great video for those who want to learn git from the scratch... 🎉 It was very helpful for me ... Thanks to you ☺️,2024-06-10T09:18:22Z,1
VIBWdLLq9kQ,@SriVidhya-srixx,28:08 it isn't showing M in the text3.txt sir,2024-06-10T04:30:11Z,2
VIBWdLLq9kQ,@Nandhana-pw8ht,Thanks a ton!! Very useful content and a skill to learn,2024-06-08T16:44:12Z,1
VIBWdLLq9kQ,@SenthilKumar-ct1pf,"First, thanks for your videos. It's really very useful for me. Could you please explain the difference between fetch and pull?",2024-06-07T14:13:37Z,0
VIBWdLLq9kQ,@sarathkumar.v9680,Bro can you send me this ppt it's easy to understand plz bro,2024-06-04T18:51:21Z,0
VIBWdLLq9kQ,@Ayanasmirrortalks,Data analysis video potugga,2024-06-04T14:56:17Z,1
VIBWdLLq9kQ,@sakthikousikr,Really awesome❤,2024-06-04T04:18:13Z,0
VIBWdLLq9kQ,@vinothkumarg2367,Anna text modify pannana visual studio code la modify(m) nu kaata maatukkudhu na,2024-06-02T02:57:28Z,0
VIBWdLLq9kQ,@sandhiyaganesan6951,Ennaku output change pannanum bothu change je agala😢,2024-06-01T16:52:25Z,0
VIBWdLLq9kQ,@arjunprasanth2571,"thanks for the tutorail man, very helpfull",2024-05-31T18:26:16Z,0
VIBWdLLq9kQ,@sgokulakisan7216,"Thank you very much bro, happy to know about this video and got a good knowledge on main features of GitHub, a big salute for your content. Keep doing the good work.",2024-05-31T17:35:53Z,1
VIBWdLLq9kQ,@MIDNYTCHAOS,bro studio la type pandra message vanthu git hub la show aagala bro pls help,2024-05-30T18:01:39Z,0
VIBWdLLq9kQ,@priyadharshini4927,"Hi Agnel, Can you share the ppt which you've used. 
so that we can use for future reference",2024-05-29T16:32:31Z,0
VIBWdLLq9kQ,@endgaming4109,Bro how to delete all,2024-05-29T01:44:50Z,0
VIBWdLLq9kQ,@muralidharansk5990,You are awesome 💯... Please create a tutorial for Jenkins and Docker as well it's helpful for the devops aspirants,2024-05-28T18:59:23Z,1
VIBWdLLq9kQ,@balajidurai9043,Thanks very much brother. Clear explanation with good handson <3,2024-05-28T05:18:15Z,1
VIBWdLLq9kQ,@mathansview4474,"Bro ur teaching and step-by-step explanations are so good bro, Vera level bro🤩. And Thanks for ur effort👏. 
one more thing bro plz put a tutorial for ReactJs",2024-05-25T13:12:49Z,0
VIBWdLLq9kQ,@BalanChandra57,romba helpfulla iruku bro,2024-05-24T06:42:39Z,1
VIBWdLLq9kQ,@bethelhousekids8917,Thank you so much bro.No words to appreciate you.,2024-05-22T06:10:24Z,0
VIBWdLLq9kQ,@ajeethp3811,"super, Excellent tutorial for gitHub. It's definitely helpful for freshers. I have one request to you bro, please continue MySQL series.",2024-05-21T05:42:54Z,1
VIBWdLLq9kQ,@karthikkrishnan7992,super bro... after so many years I got a clear understanding of this concept. Thank you!,2024-05-19T19:38:04Z,2
VIBWdLLq9kQ,@VigneshwarPrakash,Bro I need your explanation ppt,2024-05-19T12:33:00Z,0
VIBWdLLq9kQ,@_iamsuriya_,could you send this ppt or give link about ppt,2024-05-18T17:28:45Z,0
VIBWdLLq9kQ,@spidy1197,mass thala nee,2024-05-18T06:43:52Z,0
VIBWdLLq9kQ,@arrjn8797,bro video was fantastic .,2024-05-17T14:21:56Z,0
VIBWdLLq9kQ,@arunachalamp4515,Thank you very brother ❤❤ I have learnt lot of things about git❤,2024-05-16T07:15:37Z,1
VIBWdLLq9kQ,@SanafarFathima,Bro video la laptop la katumboothu  clear Ella  bro,2024-05-14T09:06:27Z,0
VIBWdLLq9kQ,@ayyappansri,"Brother tell about Git reverse command.
Thank you.",2024-05-13T19:48:52Z,0
VIBWdLLq9kQ,@RITISHL-mp3eo,yaru yalla antha Richdad book ya note  panniga,2024-05-13T10:41:51Z,0
VIBWdLLq9kQ,@Renu_689,Bro...enaku push pannum bothu sineup panna..error varuthu...eppadi clear panrathu sollunga bro,2024-05-12T14:47:16Z,0
VIBWdLLq9kQ,@hendoitechnologies,can you post a video about How to host website on Google cloud platform (GCP) built using React JS or Next JS. and How to host multiple websites on GCP (Google cloud platform) and connect with different domain for each websites.domain bought from godaddy or Namecheap.,2024-05-12T09:36:40Z,0
VIBWdLLq9kQ,@muthukumaraiml7900,Bro.. Do you provide this PPt to me,2024-05-11T10:38:45Z,0
VIBWdLLq9kQ,@euphoricdivya5446,Thanks for the crystal clear practical explanation anna❤!!! #gratfultoyou,2024-05-11T07:49:04Z,0
VIBWdLLq9kQ,@Praba44Rajendran,"அண்ணா தயவுசெய்து Frame work like FLASK and DJANGO , REACT JS வீடியோ போடுங்க... நான் நிறைய தடவை கேட்கிறேன்... Please brother",2024-05-10T01:49:02Z,0
VIBWdLLq9kQ,@karthikeyankarthik4752,thanks it is very useful ji,2024-05-10T00:57:12Z,0
VIBWdLLq9kQ,@my2subscribers,"Best tutorial, Sema explanation.",2024-05-09T14:33:05Z,0
VIBWdLLq9kQ,@PBhuvaneshwari-hf2uw,First time  hit download panna eppadi sign in pannanum push agala aa sir,2024-05-07T07:02:48Z,0
VIBWdLLq9kQ,@vaishnavimohanraj5995,Thanks for the video brother. Clear explanation... very well done. Thank you so much.,2024-05-05T18:51:26Z,0
VIBWdLLq9kQ,@rock101-s8j,In linked in video for beginners as you said what purpose this github used for other professionals am I really want to know this,2024-05-05T15:51:08Z,0
VIBWdLLq9kQ,@redlinmariarenusha.a0392,Thanks bro,2024-05-04T01:36:24Z,0
VIBWdLLq9kQ,@santhanaraj447,Bro the video was awesome. I have a query on how to clone or pull a specific file from repo to our local.?,2024-04-29T18:39:51Z,0
VIBWdLLq9kQ,@SK_STRONG,Super 😊,2024-04-28T17:14:23Z,0
VIBWdLLq9kQ,@-CT-RANJITHKUMAR,Thanks for this video,2024-04-28T16:31:59Z,0
VIBWdLLq9kQ,@SumiSumithra-do9ky,Anna commit code work akala,2024-04-28T06:32:26Z,0
VIBWdLLq9kQ,@shalinibsc4690,"Thanks a lot for this video....clear explanations, clear examples .Now i feel like a professional in git.. Thank you so much!!",2024-04-27T19:30:21Z,2
VIBWdLLq9kQ,@SureshKumarV-li8kw,Good explanation bro 🔥🔥🔥,2024-04-27T09:18:38Z,0
VIBWdLLq9kQ,@itsnarmathagi-dl7vj,While pushing I have authentication failed error. How to I solve this?,2024-04-26T18:35:58Z,0
VIBWdLLq9kQ,@SureshKumarV-li8kw,"Hi Bro 
After entered text inside i am not getting M symbol. Can u tell me why, what reason.",2024-04-26T08:48:50Z,0
VIBWdLLq9kQ,@sibse7en,You are a god send! English la evlo tutorial paarthaalum unga tamil explanation la oru connectivity kedaikuthu. Keep up the good work. Education and empowerment!,2024-04-26T06:35:26Z,39
VIBWdLLq9kQ,@manis727,Now' Let's say if a Book is a like a git then the GitHub is termed as a library isn't bro?,2024-04-25T17:10:22Z,0
VIBWdLLq9kQ,@Dhinesh1998,Thanks bro 😍,2024-04-25T14:55:29Z,0
VIBWdLLq9kQ,@sivashankar5496,Good explanation and super 👍👍👍,2024-04-24T16:08:10Z,0
VIBWdLLq9kQ,@chandruooo934,your tutorial is awesome,2024-04-23T11:53:31Z,0
VIBWdLLq9kQ,@kalakkaltrolls2570,"bro, can u add the ppt link",2024-04-22T11:10:10Z,0
